71881	Ο	A	I	1	a	little	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:13
72101	ὁδοφύλαξ	A	I	1	a	watcher of the roads,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:239
72102	ὁδοχνοῦς	A	I	1	a	pulveraria,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72103	ὁδόω	A	I	1	a	lead by the right way,	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:813
72103	ὁδόω	A	I	1	a	lead by the right way,	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:498
72103	ὁδόω	A	I	1	a	lead by the right way,	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:176
72103	ὁδόω	A	I	1	a	lead by the right way,	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:1050
72103	ὁδόω	A	I	1	a	lead by the right way,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:139
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:3
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0006.tlg005.perseus-grc1:247
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:164
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:928
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0541.tlg001:659
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0161.tlg001:159
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0627.tlg006.perseus-grc1:4:12
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0011.tlg005.perseus-grc1:804
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:283
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:650
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:583d
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:3
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:9
72105	ὀδυνάω	A	I	1	a	cause	urn:cts:greekLit:tlg0719.tlg002.perseus-grc1:2:4
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:440
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:415
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:567
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11:398
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:268
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:399
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:4:221
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:1:4
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0019.tlg008.perseus-grc1:484
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:1131
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0032.tlg001.perseus-grc1:5:4:58
72106	ὀδύνη	A	I	1	a	pain of body,	urn:cts:greekLit:tlg0093.tlg001:9:11:3
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:15:25
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:1:242
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:2:79
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:959
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:986
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:526
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg1147.tlg001:49
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:579e
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:574a
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0263.tlg001:12:59
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:1142
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:827
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:975
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0032.tlg004.perseus-grc1:1:15
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0541.tlg001:706
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0007.tlg011:28
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:10:379
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:p.597
72106	ὀδύνη	A	I	2	a	pain of mind, grief, distress,	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:
72107	ὀδύνημα	A	I	1	a	pain,	urn:cts:greekLit:tlg2235.tlg001.perseus-grc1:
72107	ὀδύνημα	A	I	1	a	pain,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:31
72108	ὀδυνηρός	A	I	1	a	painful,	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:2:91
72108	ὀδυνηρός	A	I	1	a	painful,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:231
72108	ὀδυνηρός	A	I	1	a	painful,	urn:cts:greekLit:tlg0059.tlg023:525c
72108	ὀδυνηρός	A	I	1	a	painful,	urn:cts:greekLit:tlg2003.tlg017:160d
72108	ὀδυνηρός	A	I	1	a	painful,	urn:cts:greekLit:tlg0086.tlg014:609b:25
72108	ὀδυνηρός	A	I	1	a	painful,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72108	ὀδυνηρός	A	I	2	a	distressing,	urn:cts:greekLit:tlg0255.tlg001:1:5
72108	ὀδυνηρός	A	I	2	a	distressing,	urn:cts:greekLit:tlg0006.tlg005.perseus-grc1:189
72108	ὀδυνηρός	A	I	2	a	distressing,	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:526
72108	ὀδυνηρός	A	I	2	a	distressing,	urn:cts:greekLit:tlg0006.tlg015.perseus-grc1:566
72108	ὀδυνηρός	A	I	2	a	distressing,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72108	ὀδυνηρός	A	I	2	a	distressing,	urn:cts:greekLit:tlg0541.tlg001:655
72109	ὀδυνήφατος	A	I	1	a	killing,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:401
72109	ὀδυνήφατος	A	I	1	a	killing,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:900
72109	ὀδυνήφατος	A	I	1	a	killing,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11:847
72109	ὀδυνήφατος	A	I	1	a	killing,	urn:cts:greekLit:tlg0579.tlg003:345
72109	ὀδυνήφατος	A	I	1	a	killing,	urn:cts:greekLit:tlg0579.tlg003:753
72110	ὀδυνηφόρος	A	I	1	a	causing pain,	urn:cts:greekLit:tlg0654.tlg002:30
72110	ὀδυνηφόρος	A	I	1	a	causing pain,	urn:cts:greekLit:tlg0281.tlg001:89
72111	ὀδυνοσπάς	A	I	1	a	racked by pain,	urn:cts:greekLit:tlg0085.tlg008:361
72112	ὀδυνώδης	A	I	1	a	painful,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72113	ὄδυρμα	A	I	1	a	complaint, wailing,	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:508
72113	ὄδυρμα	A	I	1	a	complaint, wailing,	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:50
72113	ὄδυρμα	A	I	1	a	complaint, wailing,	urn:cts:greekLit:tlg0006.tlg011.perseus-grc1:1226
72114	ὀδυρμός	A	I	1	a	lamentation,	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:33
72114	ὀδυρμός	A	I	1	a	lamentation,	urn:cts:greekLit:tlg0006.tlg015.perseus-grc1:1071
72114	ὀδυρμός	A	I	1	a	lamentation,	urn:cts:greekLit:tlg0006.tlg011.perseus-grc1:609
72114	ὀδυρμός	A	I	1	a	lamentation,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:387d
72114	ὀδυρμός	A	I	1	a	lamentation,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:398d
72114	ὀδυρμός	A	I	1	a	lamentation,	urn:cts:greekLit:tlg0533.tlg001:1:7
72114	ὀδυρμός	A	I	1	a	lamentation,	urn:cts:greekLit:tlg0007.tlg057:47
72115	ὀδύρομαι	A	I	1	a	lament, bewail,	urn:cts:greekLit:tlg0413.tlg001:8
72115	ὀδύρομαι	A	I	1	a	mourned for	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:693
72115	ὀδύρομαι	A	I	1	a	mourned for	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:13:219
72115	ὀδύρομαι	A	I	1	a	mourned for	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:5:153
72115	ὀδύρομαι	A	I	1	a	mourned for	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:13:379
72115	ὀδύρομαι	A	I	1	a	mourned for	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:329b
72115	ὀδύρομαι	A	I	1	a	mourned for	urn:cts:greekLit:tlg0010.tlg011.perseus-grc1:169
72115	ὀδύρομαι	A	I	1	a	mourned for	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:41
72115	ὀδύρομαι	A	I	1	a	mourned for	urn:cts:greekLit:tlg0537.tlg001:40
72115	ὀδύρομαι	A	I	2	a	mourn for, for the sake of . . ,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:23:222
72115	ὀδύρομαι	A	I	2	a	mourn for, for the sake of . . ,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:424
72115	ὀδύρομαι	A	I	2	a	mourn for, for the sake of . . ,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:104
72115	ὀδύρομαι	A	I	2	a	mourn for, for the sake of . . ,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:387d
72115	ὀδύρομαι	A	I	2	a	mourn for, for the sake of . . ,	urn:cts:greekLit:tlg0086.tlg045.perseus-grc1:1251b:21
72115	ὀδύρομαι	A	I	3	a	wail	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:740
72115	ὀδύρομαι	A	I	3	a	wail	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:290
72115	ὀδύρομαι	A	I	4	a	wail, mourn,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72115	ὀδύρομαι	A	I	4	a	wail, mourn,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:13
72115	ὀδύρομαι	A	I	4	a	wail, mourn,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:16:145
72115	ὀδύρομαι	A	I	4	a	wail, mourn,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:18:203
72115	ὀδύρομαι	A	I	4	a	wail, mourn,	urn:cts:greekLit:tlg0006.tlg006.perseus-grc1:397
72115	ὀδύρομαι	A	I	4	a	wail, mourn,	urn:cts:greekLit:tlg0059.tlg002.perseus-grc1:38d
72115	ὀδύρομαι	A	I	4	a	wail, mourn,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72115	ὀδύρομαι	A	I	4	a	wail, mourn,	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:
72116	ὀδυρτέον	A	I	1	a	one must bewail,	urn:cts:greekLit:tlg2003.tlg001:8:246b
72117	ὀδύρτης	A	I	1	a	complainer,	urn:cts:greekLit:tlg0086.tlg032:812a:4
72117	ὀδύρτης	A	I	1	a	complainer,	urn:cts:greekLit:tlg0086.tlg032:813a:33
72117	ὀδύρτης	A	I	1	a	complainer,	urn:cts:greekLit:tlg2950.tlg001.perseus-grc1:
72118	ὀδυρτικός	A	I	1	a	querulous,	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1390a:22
72118	ὀδυρτικός	A	I	1	a	querulous,	urn:cts:greekLit:tlg0526.tlg001.perseus-grc1:15:3:5
72118	ὀδυρτικός	A	I	1	a	querulous,	urn:cts:greekLit:tlg0542.tlg001:6:202
72118	ὀδυρτικός	A	I	1	a	querulous,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72118	ὀδυρτικός	A	I	1	a	querulous,	urn:cts:greekLit:tlg0613.tlg001:28
72118	ὀδυρτικός	A	I	1	a	querulous,	urn:cts:greekLit:tlg0086.tlg035.perseus-grc1:1340a:42
72119	ὀδυρτός	A	I	1	a	mourned for, lamentable,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72119	ὀδυρτός	A	I	1	a	mourned for, lamentable,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72119	ὀδυρτός	A	I	1	a	mourned for, lamentable,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:1226
72120	Ὀδύσσεια	A	I	1	a	the Odyssey,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:29
72120	Ὀδύσσεια	A	I	1	a	the Odyssey,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:393b
72120	Ὀδύσσεια	A	I	1	a	the Odyssey,	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1406b:12
72120	Ὀδύσσεια	A	I	1	a	the Odyssey,	urn:cts:greekLit:tlg0086.tlg034.perseus-grc1:1449a:1
72120	Ὀδύσσεια	A	I	1	a	the Odyssey,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72120	Ὀδύσσεια	A	I	1	a	the Odyssey,	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:862
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:24:398
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:301
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:104
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0033.tlg003.perseus-grc1:8:26
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:5:149
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:1:74
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:83
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:572
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0006.tlg019.perseus-grc1:866
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg2444.tlg001.perseus-grc1:1030
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg2157.tlg001.perseus-grc1:
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0474.tlg001:2
72122	Ὀδυσσεύς	A	I	1	a	Odysseus,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:18:353
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:5:423
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6:138
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:1:62
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:5:340
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:407
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:965
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:617
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8:37
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0012.tlg003:6:8
72123	ὀδύσσομαι	A	I	1	a	to be wroth against, hate,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72125	ὀδωδή	A	I	1	a	smell, scent,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72125	ὀδωδή	A	I	1	a	smell, scent,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72127	ὁδωτός	A	I	1	a	passable,	urn:cts:greekLit:tlg0612.tlg001:3:127
72127	ὁδωτός	A	I	1	a	passable,	urn:cts:greekLit:tlg9010.tlg001.perseus-grc1:
72127	ὁδωτός	A	II	1	a	practicable, feasible,	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:495
72129	ὀειδής	A	I	1	a	egg-shaped,	urn:cts:greekLit:tlg1358.tlg003:19:15
72131	ὄζαινα	A	I	1	a	a fetid polypus	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72131	ὄζαινα	A	I	1	a	a fetid polypus	urn:cts:greekLit:tlg0542.tlg001:4:204
72131	ὄζαινα	A	I	1	a	a fetid polypus	Perseus:abo:pap,P.Oxy.:1088:28
72131	ὄζαινα	A	II	1	a	a strong-smelling sea-polypus,	urn:cts:greekLit:tlg0533.tlg001:38
72132	ὀζαινικός	A	I	1	a	having	urn:cts:greekLit:tlg0533.tlg001:1
72132	ὀζαινικός	A	I	1	a	having	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72133	ὀζαινίτης	A	I	1	a	smelling like an	urn:cts:latinLit:phi0978.phi001:12:42
72135	ὀζαλέος	A	I	1	a	branching,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72135	ὀζαλέος	A	I	1	a	branching,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72137	ὄζη	A	I	1	a	bad smell,	urn:cts:greekLit:tlg1248.tlg001:3:11
72137	ὄζη	A	II	1	a	skin of the wild ass,	urn:cts:greekLit:tlg9010.tlg001.perseus-grc1:
72139	Ὀζόλαι	A	I	1	a	the Ozolae,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:8:32
72139	Ὀζόλαι	A	I	1	a	the Ozolae,	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:9:4:8
72139	Ὀζόλαι	A	I	1	a	the Ozolae,	urn:cts:greekLit:tlg0568.tlg001:117(129)
72139	Ὀζόλαι	A	I	1	a	the Ozolae,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72139	Ὀζόλαι	A	II	1	a	their country,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72141	ὀζομενία	A	I	1	a	mephitis,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72142	ὀζόομαι	A	I	1	a	put forth branches	urn:cts:greekLit:tlg0627.tlg024:22
72142	ὀζόομαι	A	I	1	a	put forth branches	urn:cts:greekLit:tlg0093.tlg002:3:5:1
72143	ὄζος1	A	I	1	a	bough, branch, twig,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1:234
72143	ὄζος1	A	I	1	a	bough, branch, twig,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:312
72143	ὄζος1	A	I	1	a	bough, branch, twig,	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:30
72143	ὄζος1	A	I	1	a	bough, branch, twig,	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:4:263
72143	ὄζος1	A	I	1	a	bough, branch, twig,	urn:cts:greekLit:tlg0086.tlg018:468b:25
72143	ὄζος1	A	I	1	a	bough, branch, twig,	urn:cts:greekLit:tlg0093.tlg001:1:1:9
72143	ὄζος1	A	I	1	a	bough, branch, twig,	urn:cts:greekLit:tlg0719.tlg002.perseus-grc1:2:9
72143	ὄζος1	A	I	1	a	bough, branch, twig,	urn:cts:greekLit:tlg0093.tlg001:1:8:4
72143	ὄζος1	A	I	1	a	bough, branch, twig,	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:17:31
72143	ὄζος1	A	I	1	a	bough, branch, twig,	urn:cts:greekLit:tlg1342.tlg001:99
72143	ὄζος1	A	II	1	a	offshoot, scion,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:540
72143	ὄζος1	A	II	1	a	offshoot, scion,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:12:188
72143	ὄζος1	A	II	1	a	offshoot, scion,	urn:cts:greekLit:tlg0006.tlg007.perseus-grc1:123
72143	ὄζος1	A	II	1	a	offshoot, scion,	urn:cts:greekLit:tlg0059.tlg031:59b
72143	ὄζος1	A	II	1	a	offshoot, scion,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72145	ὀζόστομος	A	I	1	a	with foul breath,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72145	ὀζόστομος	A	I	1	a	with foul breath,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72145	ὀζόστομος	A	I	1	a	with foul breath,	urn:cts:greekLit:tlg0562.tlg001:5:28
72145	ὀζόστομος	A	I	1	a	with foul breath,	urn:cts:greekLit:tlg2591.tlg001.perseus-grc1:24
72146	ὀζόχρωτος	A	I	1	a	hircosus,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0007.tlg047:20
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:5:60
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:210
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:1310
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:50
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:892
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:38
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0007.tlg047:20
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:398
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:1007
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:192
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:616
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0032.tlg004.perseus-grc1:2:4
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:852
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0486.tlg001:67
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:524
72148	ὄζω	A	I	1	a	smell,	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:11
72148	ὄζω	A	II	1	a	there is a smell	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:3:23
72148	ὄζω	A	II	1	a	there is a smell	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:1020
72148	ὄζω	A	II	1	a	there is a smell	urn:cts:greekLit:tlg0435.tlg001:1
72148	ὄζω	A	II	1	a	there is a smell	urn:cts:greekLit:tlg0540.tlg006.perseus-grc1:1
72148	ὄζω	A	II	1	a	there is a smell	urn:cts:greekLit:tlg0032.tlg014.perseus-grc1:5:1
72148	ὄζω	A	II	1	a	there is a smell	urn:cts:greekLit:tlg0032.tlg014.perseus-grc1:7
72148	ὄζω	A	II	1	a	there is a smell	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:1059
72148	ὄζω	A	II	1	a	there is a smell	urn:cts:greekLit:tlg0019.tlg005.perseus-grc1:529
72148	ὄζω	A	II	1	a	there is a smell	urn:cts:greekLit:tlg0252.tlg001:82:8
72148	ὄζω	A	II	1	a	there is a smell	urn:cts:greekLit:tlg0486.tlg001:25
72148	ὄζω	A	III	1	a	odor,	Perseus:abo:pap,PSI:4:297:3
72149	ὀζώδης1	A	I	1	a	having branches,	urn:cts:greekLit:tlg0093.tlg001:1:5:4
72149	ὀζώδης1	A	I	1	a	having branches,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
72149	ὀζώδης1	A	II	1	a	having knots in it,	urn:cts:greekLit:tlg0093.tlg001:3:10:4
72149	ὀζώδης1	A	II	1	a	having knots in it,	urn:cts:latinLit:phi0978.phi001:16:65
72151	ὀζωτός	A	I	1	a	branching,	urn:cts:greekLit:tlg0093.tlg001:1:3:1
72153	ὅθεν	A	I	1	a	whence,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:307
72153	ὅθεν	A	I	1	a	whence,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:852
