51583	καβάδης	A	I	1	a	military garment named after the Persian king	urn:cts:greekLit:tlg9022.tlg001:12:792
53651	καταβαίνω	A	I	4	a	come down from the tribune	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:113
53651	καταβαίνω	A	I	4	a	come down from the tribune	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:979
53651	καταβαίνω	A	I	4	a	come down from the tribune	urn:cts:greekLit:tlg0062.tlg044:35
53651	καταβαίνω	A	I	4	a	come down from the tribune	urn:cts:greekLit:tlg0062.tlg035:1
53651	καταβαίνω	A	I	5	a	come down	urn:cts:greekLit:tlg0086.tlg014:582b:24
53651	καταβαίνω	A	I	5	a	come down	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:15:35
53651	καταβαίνω	A	I	5	a	come down	urn:cts:greekLit:tlg1764.tlg001:31:3
53651	καταβαίνω	A	II	1	a	attain	urn:cts:greekLit:tlg0033.tlg003.perseus-grc1:3:25
53651	καταβαίνω	A	II	1	a	attain	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:511b
53651	καταβαίνω	A	II	1	a	attain	urn:cts:greekLit:tlg0033.tlg003.perseus-grc1:4:38
53651	καταβαίνω	A	II	1	a	attain	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:116
53651	καταβαίνω	A	II	1	a	attain	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:90
53651	καταβαίνω	A	II	1	a	attain	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:118
53651	καταβαίνω	A	II	1	a	attain	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:94
53651	καταβαίνω	A	II	1	a	attain	urn:cts:greekLit:tlg2050.tlg001:p.454B
53651	καταβαίνω	A	II	2	a	conform to	urn:cts:greekLit:tlg0086.tlg035.perseus-grc1:1335a:11
53651	καταβαίνω	A	II	3	a	condescend	urn:cts:greekLit:tlg0515.tlg001:1:2
53651	καταβαίνω	A	II	3	a	condescend	urn:cts:greekLit:tlg0007.tlg054.perseus-grc1:
53651	καταβαίνω	A	II	4	a	fall in value,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53651	καταβαίνω	A	II	4	a	fall in value,	urn:cts:greekLit:tlg0542.tlg001:1:51
53651	καταβαίνω	A	II	5	a	affect	urn:cts:greekLit:tlg1264.tlg001:2:242
53652	καταβακχιόομαι	A	I	1	a	to be full of Bacchic frenzy	urn:cts:greekLit:tlg0006.tlg017.perseus-grc1:109
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:14
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:414
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:15:357
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:189
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:23:125
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0020.tlg003.perseus-grc1:462
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:6:172
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:17
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:8:109
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:7:24
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0032.tlg001.perseus-grc1:5:2:41
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0059.tlg001.perseus-grc1:15e
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:79
53653	καταβάλλω	A	I	1	a	throw down, overthrow	urn:cts:greekLit:tlg0383.tlg001:34:3
53653	καταβάλλω	A	I	2	a	throw	urn:cts:greekLit:tlg0007.tlg048:38
53653	καταβάλλω	A	I	3	a	strike down	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:692
53653	καταβάλλω	A	I	3	a	strike down	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:64
53653	καταβάλλω	A	I	3	a	strike down	urn:cts:greekLit:tlg0540.tlg013.perseus-grc1:71
53653	καταβάλλω	A	I	3	a	strike down	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:1603
53653	καταβάλλω	A	I	3	a	strike down	urn:cts:greekLit:tlg0010.tlg013.perseus-grc1:20
53653	καταβάλλω	A	I	3	a	strike down	urn:cts:greekLit:tlg0006.tlg017.perseus-grc1:1246
53653	καταβάλλω	A	I	3	b	to be stricken	Perseus:abo:pap,P.Oxy.:1121:9
53653	καταβάλλω	A	I	4	a	throw	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:146
53653	καταβάλλω	A	I	4	a	throw	urn:cts:greekLit:tlg0006.tlg013.perseus-grc1:606
53653	καταβάλλω	A	I	4	a	throw	urn:cts:greekLit:tlg1147.tlg001:58
53653	καταβάλλω	A	I	4	a	throw	urn:cts:greekLit:tlg0059.tlg010:15e
53653	καταβάλλω	A	I	4	a	throw	urn:cts:greekLit:tlg0059.tlg004.perseus-grc1:88c
53653	καταβάλλω	A	I	5	a	overthrow, refute	urn:cts:greekLit:tlg0161.tlg001:125
53653	καταβάλλω	A	I	5	a	overthrow, refute	urn:cts:greekLit:tlg0057.tlg017:6:20
53653	καταβάλλω	A	I	6	a	abuse, bully	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	I	7	a	cast down	urn:cts:greekLit:tlg0010.tlg021.perseus-grc1:24
53653	καταβάλλω	A	I	7	a	cast down	urn:cts:greekLit:tlg0545.tlg004:111
53653	καταβάλλω	A	I	7	a	cast down	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:960e
53653	καταβάλλω	A	I	7	a	cast down	urn:cts:greekLit:tlg0010.tlg021.perseus-grc1:8
53653	καταβάλλω	A	II	1	a	let fall, drop	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:343
53653	καταβάλλω	A	II	1	a	let fall, drop	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8:249
53653	καταβάλλω	A	II	1	a	let fall, drop	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:302
53653	καταβάλλω	A	II	1	a	let fall, drop	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:15:85
53653	καταβάλλω	A	II	1	a	let fall, drop	Thgn. 671
53653	καταβάλλω	A	II	1	a	let fall, drop	urn:cts:greekLit:tlg0451.tlg001:10
53653	καταβάλλω	A	II	1	a	let fall, drop	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:574
53653	καταβάλλω	A	II	1	a	let fall, drop	urn:cts:greekLit:tlg0006.tlg001.perseus-grc1:167
53653	καταβάλλω	A	II	1	a	let fall, drop	urn:cts:greekLit:tlg0086.tlg014:590b:26
53653	καταβάλλω	A	II	1	a	let fall, drop	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:103
53653	καταβάλλω	A	II	2	a	lay down, set down	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9:206
53653	καταβάλλω	A	II	2	a	lay down, set down	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:165
53653	καταβάλλω	A	II	2	a	lay down, set down	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:727
53653	καταβάλλω	A	II	3	a	lay down, lay in	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:25
53653	καταβάλλω	A	II	3	a	lay down, lay in	urn:cts:greekLit:tlg0383.tlg001:15:5
53653	καταβάλλω	A	II	4	a	pay down, yield, bring in	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:149
53653	καταβάλλω	A	II	4	a	pay down, yield, bring in	urn:cts:greekLit:tlg0027.tlg001.perseus-grc1:92
53653	καταβάλλω	A	II	4	a	pay down, yield, bring in	urn:cts:greekLit:tlg0027.tlg001.perseus-grc1:93
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:27
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0403.tlg001:13
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0541.tlg001:743
53653	καταβάλλω	A	II	4	b	pay	Perseus:abo:pap,P.Rev.:48:10
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:932d
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0062.tlg024:25
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	II	4	b	pay	Perseus:abo:pap,P.Hib.:29:6
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:1
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0014.tlg024.perseus-grc1:83
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0014.tlg059.perseus-grc1:27
53653	καταβάλλω	A	II	4	b	pay	urn:cts:greekLit:tlg0640.tlg001:1:12
53653	καταβάλλω	A	II	5	a	put in, deposit	urn:cts:greekLit:tlg0014.tlg034.perseus-grc1:46
53653	καταβάλλω	A	II	5	a	put in, deposit	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	II	5	a	put in, deposit	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	II	5	a	put in, deposit	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:55
53653	καταβάλλω	A	II	5	a	put in, deposit	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	II	5	a	put in, deposit	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	II	6	a	throw down	urn:cts:greekLit:tlg0541.tlg003:37
53653	καταβάλλω	A	II	6	a	throw down	urn:cts:greekLit:tlg0537.tlg003:908:1
53653	καταβάλλω	A	II	6	a	throw down	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	II	6	a	throw down	urn:cts:greekLit:tlg0565.tlg001:1:33
53653	καταβάλλω	A	II	6	a	throw down	urn:cts:greekLit:tlg1545.tlg001:4:14
53653	καταβάλλω	A	II	6	a	throw down	urn:cts:greekLit:tlg0014.tlg024.perseus-grc1:154
53653	καταβάλλω	A	II	6	a	throw down	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:122
53653	καταβάλλω	A	II	6	a	throw down	urn:cts:greekLit:tlg0006.tlg009.perseus-grc1:758
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:803a
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:8
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0006.tlg014.perseus-grc1:164
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:17:3:22
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0504.tlg001:1:39
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:12:20
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0081.tlg001:1:1
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0004.tlg001.perseus-grc1:9:13
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0006.tlg009.perseus-grc1:1261
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0059.tlg007.perseus-grc1:232d
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0086.tlg010.perseus-grc1:1096a:10
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0086.tlg035.perseus-grc1:1337b:21
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0086.tlg035.perseus-grc1:1338a:36
53653	καταβάλλω	A	II	7	a	lay down as a foundation	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53653	καταβάλλω	A	II	8	a	begin	urn:cts:greekLit:tlg0533.tlg001:196
53653	καταβάλλω	A	III	1	a	lie down	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:18:11
53653	καταβάλλω	A	III	2	a	arrive	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:11:1
53653	καταβάλλω	A	III	2	a	arrive	urn:cts:greekLit:tlg4066.tlg002:54
53653	καταβάλλω	B	I	1	a	fall	urn:cts:greekLit:tlg0059.tlg036.perseus-grc1:344c
53654	καταβαπτέον	A	I	1	a	one must dip	urn:cts:greekLit:tlg0565.tlg001:2:16
53655	καταβαπτίζω	A	I	1	a	dip, drown	urn:cts:greekLit:tlg0732.tlg002:1:17
53655	καταβαπτίζω	A	I	1	a	dip, drown	urn:cts:greekLit:tlg0532.tlg001.perseus-grc1:1:3
53655	καταβαπτίζω	A	I	1	a	dip, drown	urn:cts:greekLit:tlg0724.tlg001:1:278D
53655	καταβαπτίζω	A	I	1	a	dip, drown	urn:cts:greekLit:tlg0640.tlg001:2:3
53656	καταβάπτω	A	I	1	a	dip	urn:cts:greekLit:tlg0565.tlg001:1:50
53656	καταβάπτω	A	I	1	a	dip	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53656	καταβάπτω	A	I	1	a	dip	Perseus:abo:pap,P.Holm.:1:3
53656	καταβάπτω	A	II	1	a	dye, colour	urn:cts:greekLit:tlg2050.tlg002:p.267
53656	καταβάπτω	A	II	1	a	dye, colour	urn:cts:greekLit:tlg0007.tlg054.perseus-grc1:
53656	καταβάπτω	A	II	1	a	dye, colour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53656	καταβάπτω	A	II	1	a	dye, colour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53656	καταβάπτω	A	II	1	a	dye, colour	urn:cts:greekLit:tlg0062.tlg039:16
53656	καταβάπτω	A	II	1	a	dye, colour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:15
53656	καταβάπτω	A	II	1	a	dye, colour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53657	καταβαρβαρόω	A	I	1	a	make quite barbarous	urn:cts:greekLit:tlg9022.tlg001:12:230
53658	καταβαρέω	A	I	1	a	weigh down, overload	urn:cts:greekLit:tlg0062.tlg068:21:1
53658	καταβαρέω	A	I	1	a	weigh down, overload	urn:cts:greekLit:tlg0031.tlg008.perseus-grc1:12:16
53658	καταβαρέω	A	I	1	a	weigh down, overload	urn:cts:greekLit:tlg0551.tlg017.perseus-grc1:5:67
53658	καταβαρέω	A	I	1	a	weigh down, overload	urn:cts:greekLit:tlg0007.tlg051:27
53658	καταβαρέω	A	I	1	a	weigh down, overload	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:207
53658	καταβαρέω	A	I	1	a	weigh down, overload	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:11:33:3
53658	καταβαρέω	A	I	1	a	weigh down, overload	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:18:21:8
53658	καταβαρέω	A	I	1	a	weigh down, overload	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:19:24
53658	καταβαρέω	A	I	1	a	weigh down, overload	Perseus:abo:pap,P.Oxy.:487:10
53658	καταβαρέω	A	I	1	a	weigh down, overload	urn:cts:greekLit:tlg0074.tlg-02:2:22:18
53659	καταβαρής	A	I	1	a	heavy-laden	urn:cts:greekLit:tlg0542.tlg001:4:172
53659	καταβαρής	A	I	1	a	heavy-laden	urn:cts:greekLit:tlg0385.tlg001:39:42
53659	καταβαρής	A	I	1	a	heavy-laden	urn:cts:greekLit:tlg0385.tlg001:74:13
53660	καταβάρησις	A	I	1	a	weighing down, oppression	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53660	καταβάρησις	A	I	1	a	weighing down, oppression	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53660	καταβάρησις	A	I	2	a	violence,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53662	καταβασανίζω	A	I	1	a	examine thoroughly	urn:cts:greekLit:tlg0627.tlg016:2:3
53664	καταβάσιον	A	I	1	a	a way down	urn:cts:greekLit:tlg4066.tlg002:131
53664	καταβάσιον	A	I	1	a	a way down	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53666	κατάβασις	A	I	1	a	way down, descent	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:186
53666	κατάβασις	A	I	1	a	way down, descent	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:223
53666	κατάβασις	A	I	1	a	way down, descent	urn:cts:greekLit:tlg0010.tlg009.perseus-grc1:20
53666	κατάβασις	A	I	1	a	way down, descent	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:8:6:12
53666	κατάβασις	A	I	1	a	way down, descent	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:122
53666	κατάβασις	A	I	1	a	way down, descent	urn:cts:latinLit:phi0474.phi057.perseus-lat1:13:31:2
53666	κατάβασις	A	I	2	a	descent from	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:5:5:4
53666	κατάβασις	A	I	2	a	descent from	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:14:25
53666	κατάβασις	A	I	3	a	descent	urn:cts:greekLit:tlg1264.tlg001:2:242
53666	κατάβασις	A	I	4	a	steep ground, declivity	urn:cts:greekLit:tlg0613.tlg001:248
53666	κατάβασις	A	I	5	a	hanging	urn:cts:greekLit:tlg0527.tlg013:7:16(29)
53669	καταβατέον	A	I	1	a	one must descend	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:884
53669	καταβατέον	A	I	1	a	one must descend	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:520c
53670	καταβατεύω	A	I	1	a	tread	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:467
53671	καταβάτης	A	I	1	a	one who dismounts	urn:cts:greekLit:tlg0059.tlg032:119b
53672	καταβατικός	A	I	1	a	affording a means of descent	urn:cts:greekLit:tlg2034.tlg004:22
53672	καταβατικός	A	I	1	a	affording a means of descent	urn:cts:greekLit:tlg4019.tlg004:p.78C
53673	καταβατός	A	I	1	a	descending, steep	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53673	καταβατός	A	I	1	a	descending, steep	urn:cts:greekLit:tlg2034.tlg004:23
53674	καταβαύ̈ζω	A	I	1	a	bark at	urn:cts:greekLit:tlg1415.tlg001:97
53674	καταβαύ̈ζω	A	I	1	a	bark at	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53674	καταβαύ̈ζω	A	I	1	a	bark at	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53675	καταβαυκαλάω	A	I	1	a	lull to sleep	urn:cts:greekLit:tlg0545.tlg001:14:20
53675	καταβαυκαλάω	A	I	1	a	lull to sleep	urn:cts:greekLit:tlg0542.tlg001:9:127
53676	καταβαυκάλησις	A	I	1	a	lullaby	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:14:618e
53677	καταβαυκαλίζω	A	II	1	a	gulp down	urn:cts:greekLit:tlg1682.tlg001:25
53678	καταβαφή	A	I	1	a	tincture	urn:cts:greekLit:tlg1682.tlg001:p.228
53678	καταβαφή	A	I	1	a	tincture	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53679	καταβαφής	A	I	1	a	soaked	urn:cts:greekLit:tlg0715.tlg001:1:30
53680	καταβεβαιόομαι	A	I	1	a	affirm strongly	urn:cts:greekLit:tlg0007.tlg048:47
53681	καταβεβαίωσις	A	I	1	a	strong asseveration	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:9
53681	καταβεβαίωσις	A	I	1	a	strong asseveration	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53681	καταβεβαίωσις	A	I	1	a	strong asseveration	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53682	καταβεβλημένως	A	I	1	a	contemptibly	urn:cts:greekLit:tlg0010.tlg019.perseus-grc1:305
53683	καταβελής	A	I	1	a	stricken by many arrows	urn:cts:greekLit:tlg0081.tlg001:2:42
53683	καταβελής	A	I	1	a	stricken by many arrows	urn:cts:greekLit:tlg0081.tlg001:5:24
53684	καταβιάζω	A	I	1	a	subdue by force	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:160
53684	καταβιάζω	A	I	1	a	subdue by force	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53684	καταβιάζω	A	I	1	a	subdue by force	urn:cts:greekLit:tlg0018.tlg001:1:685
53684	καταβιάζω	A	I	1	a	subdue by force	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:123
53684	καταβιάζω	A	I	1	a	subdue by force	urn:cts:greekLit:tlg0551.tlg017.perseus-grc1:2:28
53684	καταβιάζω	A	I	1	a	subdue by force	urn:cts:greekLit:tlg2050.tlg002:p.259
53684	καταβιάζω	A	I	1	a	subdue by force	urn:cts:greekLit:tlg0007.tlg054.perseus-grc1:
53684	καταβιάζω	A	I	1	a	subdue by force	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53684	καταβιάζω	A	I	1	a	subdue by force	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53684	καταβιάζω	A	I	2	a	contend, strive to show	urn:cts:greekLit:tlg2050.tlg002:p.256
53684	καταβιάζω	A	I	2	a	contend, strive to show	urn:cts:greekLit:tlg0007.tlg054.perseus-grc1:
53684	καταβιάζω	A	II	1	a	to be forced	urn:cts:greekLit:tlg0007.tlg001:11
53684	καταβιάζω	A	II	1	a	to be forced	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53684	καταβιάζω	A	II	1	a	to be forced	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:2
53685	καταβιβάζω	A	I	1	a	make to go down, bring down	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:87
53685	καταβιβάζω	A	I	1	a	make to go down, bring down	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:86
53685	καταβιβάζω	A	I	1	a	make to go down, bring down	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:8:119
53685	καταβιβάζω	A	I	1	a	make to go down, bring down	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53685	καταβιβάζω	A	I	1	a	make to go down, bring down	urn:cts:greekLit:tlg0007.tlg010:4
53685	καταβιβάζω	A	I	1	a	make to go down, bring down	urn:cts:greekLit:tlg0007.tlg011:10
53685	καταβιβάζω	A	I	1	a	make to go down, bring down	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:7:86
53685	καταβιβάζω	A	I	1	a	make to go down, bring down	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53685	καταβιβάζω	A	I	1	a	make to go down, bring down	urn:cts:greekLit:tlg0081.tlg001:7:45
53685	καταβιβάζω	A	I	1	a	make to go down, bring down	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:1:2:6
53685	καταβιβάζω	A	I	2	a	force to come down	urn:cts:greekLit:tlg0032.tlg001.perseus-grc1:4:6:7
53685	καταβιβάζω	A	I	2	a	force to come down	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:5:65
53685	καταβιβάζω	A	I	2	a	force to come down	urn:cts:greekLit:tlg0627.tlg016:1:143
53685	καταβιβάζω	A	II	1	a	bring down	urn:cts:greekLit:tlg0081.tlg001:1:8
53685	καταβιβάζω	A	II	1	a	bring down	urn:cts:greekLit:tlg0062.tlg037:20
53685	καταβιβάζω	A	III	1	a	bring down	urn:cts:greekLit:tlg0082.tlg004:213:16
53685	καταβιβάζω	A	III	1	a	bring down	urn:cts:greekLit:tlg4099.tlg001:774:34
53685	καταβιβάζω	A	IV	1	a	descending node	urn:cts:greekLit:tlg1764.tlg001:30:6
53685	καταβιβάζω	A	IV	1	a	descending node	urn:cts:greekLit:tlg4036.tlg002:5:101
53686	καταβιβάσκω	A	I	1	a	trespass,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53687	καταβιβασμός	A	I	1	a	decrease	urn:cts:greekLit:tlg4036.tlg022:67
53687	καταβιβασμός	A	II	1	a	throwing	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:5:248
53687	καταβιβασμός	A	II	1	a	throwing	urn:cts:greekLit:tlg4083.tlg001:1361:39
53687	καταβιβασμός	A	II	1	a	throwing	urn:cts:greekLit:tlg4099.tlg001:610:24
53688	καταβιβαστέος	A	I	1	a	to be brought down	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:539e
53689	καταβιβρώσκω	A	I	1	a	eat up, devour,	urn:cts:greekLit:tlg0013.tlg003.perseus-grc1:127
53689	καταβιβρώσκω	A	I	1	a	eat up, devour,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53689	καταβιβρώσκω	A	I	1	a	eat up, devour,	urn:cts:greekLit:tlg0410.tlg001:82
53689	καταβιβρώσκω	A	I	1	a	eat up, devour,	urn:cts:greekLit:tlg0464.tlg001:1:30
53689	καταβιβρώσκω	A	I	1	a	eat up, devour,	urn:cts:greekLit:tlg0030.tlg007:249
53689	καταβιβρώσκω	A	I	1	a	eat up, devour,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:3:16
53689	καταβιβρώσκω	A	I	1	a	eat up, devour,	urn:cts:greekLit:tlg2450.tlg001:6
53689	καταβιβρώσκω	A	I	1	a	eat up, devour,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:199
53689	καταβιβρώσκω	A	I	1	a	eat up, devour,	urn:cts:greekLit:tlg1595.tlg113:32
53689	καταβιβρώσκω	A	I	1	a	eat up, devour,	urn:cts:greekLit:tlg0059.tlg004.perseus-grc1:110a
53691	καταβιόω	A	I	1	a	pass one's life	urn:cts:greekLit:tlg0007.tlg054:24
53691	καταβιόω	A	I	1	a	pass one's life	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:
53691	καταβιόω	A	I	1	a	pass one's life	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:578c
53691	καταβιόω	A	I	1	a	pass one's life	urn:cts:greekLit:tlg0018.tlg001:1:627
53691	καταβιόω	A	I	1	a	pass one's life	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53691	καταβιόω	A	I	1	a	pass one's life	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53691	καταβιόω	A	I	1	a	pass one's life	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
53691	καταβιόω	A	I	1	a	pass one's life	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:13:4:10
53691	καταβιόω	A	I	2	a	bring one's life to an end, die	urn:cts:greekLit:tlg0638.tlg003:1:9:3
