112910	χά	A	I	1	a	ha! ha!,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113379	χαρίεις	A	II	2	a	graceful, elegant,	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:1491
113379	χαρίεις	A	II	2	a	graceful, elegant,	urn:cts:greekLit:tlg0059.tlg022:320c
113379	χαρίεις	A	II	2	a	graceful, elegant,	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:1:4:13
113379	χαρίεις	A	II	2	a	graceful, elegant,	urn:cts:greekLit:tlg0062.tlg018:26
113379	χαρίεις	A	III	1	a	gracefully, elegantly, cleverly	urn:cts:greekLit:tlg0059.tlg004.perseus-grc1:87a
113379	χαρίεις	A	III	1	a	gracefully, elegantly, cleverly	urn:cts:greekLit:tlg0059.tlg008.perseus-grc1:300b
113379	χαρίεις	A	III	1	a	gracefully, elegantly, cleverly	urn:cts:greekLit:tlg0059.tlg004.perseus-grc1:80c
113379	χαρίεις	A	III	1	a	gracefully, elegantly, cleverly	urn:cts:greekLit:tlg0402.tlg001:110:4
113379	χαρίεις	A	III	1	a	gracefully, elegantly, cleverly	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:331a
113379	χαρίεις	A	III	1	a	gracefully, elegantly, cleverly	urn:cts:greekLit:tlg0010.tlg008.perseus-grc1:18
113379	χαρίεις	A	III	1	a	gracefully, elegantly, cleverly	urn:cts:greekLit:tlg0086.tlg025.perseus-grc1:1075a:26
113379	χαρίεις	A	III	2	a	kindly, courteously,	urn:cts:greekLit:tlg0010.tlg020.perseus-grc1:22
113379	χαρίεις	A	III	3	a	with good intention,	urn:cts:greekLit:tlg0010.tlg021.perseus-grc1:37
113380	χαριεντίζομαι	A	I	1	a	to be witty, jest,	urn:cts:greekLit:tlg0019.tlg012:166
113380	χαριεντίζομαι	A	I	1	a	to be witty, jest,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:436d
113380	χαριεντίζομαι	A	I	1	a	to be witty, jest,	urn:cts:greekLit:tlg0059.tlg002.perseus-grc1:24c
113380	χαριεντίζομαι	A	I	1	a	to be witty, jest,	urn:cts:greekLit:tlg0081.tlg003:14
113380	χαριεντίζομαι	A	I	1	a	to be witty, jest,	urn:cts:greekLit:tlg0081.tlg003:13
113380	χαριεντίζομαι	A	I	1	a	to be witty, jest,	urn:cts:greekLit:tlg4029.tlg002:9
113380	χαριεντίζομαι	A	I	2	a	make a charming use of	urn:cts:greekLit:tlg0613.tlg001:141
113381	χαριέντισμα	A	I	1	a	witty saying, bon mot,	urn:cts:greekLit:tlg0018.tlg001:2:570
113381	χαριέντισμα	A	I	1	a	witty saying, bon mot,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:380
113382	χαριεντισμός	A	I	1	a	wit,	urn:cts:greekLit:tlg0059.tlg006.perseus-grc1:168d
113382	χαριεντισμός	A	I	1	a	wit,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:563a
113382	χαριεντισμός	A	I	1	a	wit,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113382	χαριεντισμός	A	I	1	a	wit,	urn:cts:greekLit:tlg0081.tlg004:12
113382	χαριεντισμός	A	I	1	a	wit,	urn:cts:greekLit:tlg0592.tlg004:2:5
113383	χαριεντότης	A	I	1	a	gracefulness of manner, playfulness,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113384	χαριεργός	A	I	1	a	elegantly working, artistic,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113384	χαριεργός	A	I	1	a	elegantly working, artistic,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:6:23
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:71
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11:23
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:15:449
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:8:538
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:13:265
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0062.tlg061.perseus-grc1:
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:580
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:6:130
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:40
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0032.tlg002.perseus-grc1:4:3:16
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0059.tlg022:362a
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0059.tlg024:75b
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:1368
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0059.tlg002.perseus-grc1:35c
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0032.tlg013.perseus-grc1:10:12
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:700
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0027.tlg004.perseus-grc1:7
113385	χαρίζω	A	I	1	a	say	Eur. Fr. 360.1
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0010.tlg007.perseus-grc1:31
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:239
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:42
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:1:61
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:90
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:1045
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:338a
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:426c
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:14:387
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:10:43
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0059.tlg006.perseus-grc1:173a
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0014.tlg009.perseus-grc1:2
113385	χαρίζω	A	I	1	a	say	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0011.tlg005.perseus-grc1:331
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0028.tlg004.perseus-grc1:3:2
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:7:1:25
113385	χαρίζω	A	I	2	a	gratify	Eur. Fr. 31
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:1514
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0033.tlg005:127
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:561c
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0032.tlg002.perseus-grc1:1:2:23
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0032.tlg002.perseus-grc1:2:1:2
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:4:2:39
113385	χαρίζω	A	I	2	a	gratify	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:4:3:2
113385	χαρίζω	A	I	3	a	grant favours	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:629
113385	χαρίζω	A	I	3	a	grant favours	urn:cts:greekLit:tlg0059.tlg011.perseus-grc1:182a
113385	χαρίζω	A	I	3	a	grant favours	urn:cts:greekLit:tlg0059.tlg012:231c
113385	χαρίζω	A	I	3	a	grant favours	urn:cts:greekLit:tlg0059.tlg012:256a
113385	χαρίζω	A	I	3	a	grant favours	urn:cts:greekLit:tlg0032.tlg002.perseus-grc1:3:11:12
113385	χαρίζω	A	I	3	a	grant favours	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:517
113385	χαρίζω	A	I	3	a	grant favours	urn:cts:greekLit:tlg0061.tlg002:27
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:24:283
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6:49
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10:380
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:91
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:437
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:54
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:1:4:9
113385	χαρίζω	A	II	1	a	give graciously	Perseus:abo:pap,P.Grenf.:1:60:45
113385	χαρίζω	A	II	1	a	give graciously	Perseus:abo:pap,P.Flor.:61:61
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0232.tlg001:7
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0527.tlg024:3:33
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0031.tlg003.perseus-grc1:7:21
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0061.tlg002:19
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113385	χαρίζω	A	II	1	a	give graciously	urn:cts:greekLit:tlg0059.tlg026:364c
113385	χαρίζω	A	II	1	b	grant	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113385	χαρίζω	A	II	1	b	grant	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:14
113385	χαρίζω	A	II	1	c	to be favoured with,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113385	χαρίζω	A	II	2	a	give freely of	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:452
113385	χαρίζω	A	II	2	a	give freely of	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:1:140
113385	χαρίζω	A	II	2	a	give freely of	Thgn. 1000
113385	χαρίζω	A	II	2	a	give freely of	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:25:188
113385	χαρίζω	A	II	2	a	give freely of	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:13:15
113385	χαρίζω	A	II	3	a	give up as a favour,	urn:cts:greekLit:tlg0007.tlg052:4
113385	χαρίζω	A	II	3	a	give up as a favour,	urn:cts:greekLit:tlg0031.tlg005.perseus-grc1:25:11
113385	χαρίζω	A	II	3	a	give up as a favour,	urn:cts:greekLit:tlg0031.tlg005.perseus-grc1:16
113385	χαρίζω	A	II	3	a	give up as a favour,	Perseus:abo:pap,P.Brem.:49:14
113385	χαρίζω	A	II	4	a	forgive,	urn:cts:greekLit:tlg0031.tlg008.perseus-grc1:12:13
113385	χαρίζω	A	II	4	a	forgive,	urn:cts:greekLit:tlg0031.tlg012.perseus-grc1:2:13
113385	χαρίζω	A	II	4	a	forgive,	urn:cts:greekLit:tlg0031.tlg008.perseus-grc1:2:7
113385	χαρίζω	A	III	1	a	was dear	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:6:23
113385	χαρίζω	A	III	1	a	was dear	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:8:5
113385	χαρίζω	A	III	1	a	was dear	urn:cts:greekLit:tlg0059.tlg012:250c
113385	χαρίζω	A	III	1	a	was dear	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:243
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:826
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:20:298
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:16:184
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:397
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24:661
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:8:584
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0540.tlg006.perseus-grc1:33
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0059.tlg001.perseus-grc1:14b
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0059.tlg012:273e
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:2:54
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:87
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:3:119
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0032.tlg002.perseus-grc1:1:2:10
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0006.tlg009.perseus-grc1:892
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0019.tlg005.perseus-grc1:386
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0059.tlg007.perseus-grc1:218a
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0014.tlg014.perseus-grc1:1
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0032.tlg002.perseus-grc1:2:1:24
113385	χαρίζω	A	III	2	a	acceptable, welcome,	urn:cts:greekLit:tlg0086.tlg030:645a:7
113386	χαριλαμπέτις	A	I	1	a	graciously shining,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113386	χαριλαμπέτις	A	I	1	a	graciously shining,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113388	χάρις	A	I	1	a	grace	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:7:93
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:2:12
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:65
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:417
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:6:237
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0006.tlg017.perseus-grc1:236
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:2:41
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14:183
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:15:320
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:8:175
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:720
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:13:19
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0014.tlg004.perseus-grc1:38
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0081.tlg012:23
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113388	χάρις	A	I	1	a	outward grace	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113388	χάρις	A	I	2	a	glory,	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:1:18
113388	χάρις	A	I	2	a	glory,	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:8:57
113388	χάρις	A	I	2	a	glory,	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:80
113388	χάρις	A	II	1	a	grace	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:779
113388	χάρις	A	II	1	a	grace	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:522
113388	χάρις	A	II	1	a	grace	urn:cts:greekLit:tlg0006.tlg014.perseus-grc1:1234
113388	χάρις	A	II	1	a	grace	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1385a:16
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:190
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:95
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0028.tlg005.perseus-grc1:41
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:960
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:808
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:28:24
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0527.tlg001:6:8
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0007.tlg054:7
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0540.tlg014.perseus-grc1:40
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0537.tlg006:p.28
113388	χάρις	A	II	1	a	grace, kindness, goodwill,	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:740c
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4:95
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:1:76
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:695
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:22:319
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:86
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9:316
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17:147
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:503
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:137
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:10(11).17
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:728
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0011.tlg005.perseus-grc1:134
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14:235
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:3:21
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0540.tlg002.perseus-grc1:23
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0010.tlg011.perseus-grc1:175
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:1:6:11
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0007.tlg047:62
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:17
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0059.tlg002.perseus-grc1:20a
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:338a
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0059.tlg026:372c
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0638.tlg001:2:17
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0641.tlg001:3:5
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0554.tlg001.perseus-grc1:3:4
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0554.tlg001.perseus-grc1:8:5
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0542.tlg001:5:142
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg2003.tlg001:8:246c
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:120
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:71
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0006.tlg004.perseus-grc1:767
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0006.tlg013.perseus-grc1:847
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0540.tlg016.perseus-grc1:1
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0030.tlg005.perseus-grc1:5
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:2:5:14
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:244
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0006.tlg007.perseus-grc1:830
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:8:87
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:331
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:3:2:30
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0014.tlg003.perseus-grc1:31
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:5:90
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:178
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:6:41
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0028.tlg005.perseus-grc1:61
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:33
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:1004
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0540.tlg020.perseus-grc1:31
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0032.tlg002.perseus-grc1:2:2:5
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0026.tlg002.perseus-grc1:4
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:1370
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:471
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:58
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0034.tlg001.perseus-grc1:135
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0533.tlg003.perseus-grc1:51:4
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:3:3:14
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:7:5:72
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0062.tlg022:36
113388	χάρις	A	II	2	a	sense of favour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
113388	χάρις	A	II	3	a	favour, influence,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:9
113388	χάρις	A	II	3	a	favour, influence,	urn:cts:greekLit:tlg0007.tlg033:38
113388	χάρις	A	II	4	a	love-charm, philtre,	urn:cts:greekLit:tlg0062.tlg038:5
113388	χάρις	A	II	4	a	love-charm, philtre,	urn:cts:greekLit:tlg0062.tlg033:40
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:211
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:874
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9:613
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:5:307
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0006.tlg013.perseus-grc1:14
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:239
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0027.tlg002.perseus-grc1:24
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0027.tlg001.perseus-grc1:9
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:54
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:60
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:107
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:782
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0006.tlg007.perseus-grc1:1211
113388	χάρις	A	III	1	a	a favour	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:767
